Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	Fossil
Carnivora	Arctoidea	Mustelidae	Martes flavigula	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	34.12	No
Carnivora	Arctoidea	Mustelidae	Martes foina	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	20.91	No
Carnivora	Arctoidea	Mustelidae	Martes martes	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	20	No
Carnivora	Arctoidea	Mustelidae	Martes pennanti	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	31.82	No
Carnivora	Arctoidea	Mustelidae	Martes zibellina	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	18.5	No
Carnivora	Arctoidea	Mustelidae	Mustela altaica	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4.5	No
Carnivora	Arctoidea	Mustelidae	Mustela erminea	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4	No
Carnivora	Arctoidea	Mustelidae	Mustela frenata	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4.01	No
Carnivora	Arctoidea	Mustelidae	Mustela kathiah	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4.41	No
Carnivora	Arctoidea	Mustelidae	Mustela lutreola	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	8.5	No
Carnivora	Arctoidea	Mustelidae	Mustela nigripes	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	1.99	No
Carnivora	Arctoidea	Mustelidae	Mustela nivalis	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	1.82	No
Carnivora	Arctoidea	Mustelidae	Mustela putorius	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	8.3	No
Carnivora	Arctoidea	Mustelidae	Mustela sibirica	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	6.75	No
Carnivora	Arctoidea	Mustelidae	Mustela vison	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	8.82	No
Carnivora	Arctoidea	Mustelidae	Parataxidea crassa	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	41.79	Yes
Carnivora	Arctoidea	Mustelidae	Pekania palaeosinensis	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	24.23	Yes
Carnivora	Arctoidea	Procyonidae	Bassaricyon alleni	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	18.48	No
Carnivora	Arctoidea	Procyonidae	Bassariscus astutus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	16.44	No
Carnivora	Arctoidea	Procyonidae	Bassariscus sumichrasti	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	19.3	No
Carnivora	Arctoidea	Procyonidae	Potos flavus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	25.53	No
Carnivora	Cynoidea	Canidae	Carpocyon compressus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	71.62	Yes
Carnivora	Cynoidea	Canidae	Carpocyon webbi	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	100.8	Yes
Carnivora	Cynoidea	Canidae	Paratomarctus euthos	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	62.83	Yes
Carnivora	Cynoidea	Canidae	Paratomarctus  temerarius	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	53.99	Yes
Carnivora	Arctoidea	Mustelidae	Potamotherium valletoni	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	45.68	Yes
Carnivora	Cynoidea	Ailuridae	Ailurus fulgens	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	40.85	No
Carnivora	Feliformes	Felidae	Catopuma temninckii	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	68.03	Yes
Carnivora	Feliformes	Felidae	Prionailurus bengalensis	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	29.37	No
Carnivora	Feliformes	Felidae	Prionailurus rubignosa	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	18.92	No
Carnivora	Feliformes	Felidae	Prionailurus viverrinus	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	46.53	No
Carnivora	Feliformes	Felidae	Profelis aurata	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	57.97	Yes
Carnivora	Feliformes	Felidae	Pseudaelurus validus	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	71.79	Yes
Carnivora	Feliformes	Herpestidae	Bdeogale crassicaudata	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	16.95	No
Carnivora	Feliformes	Herpestidae	Crossarchus obscursus	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	9.78	No
Carnivora	Feliformes	Herpestidae	Helogale parvula	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	4.76	No
Carnivora	Feliformes	Herpestidae	Cynictis penicillata	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	10.49	No
Carnivora	Feliformes	Herpestidae	Galerella pulverulenta	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	11.02	No
Carnivora	Feliformes	Herpestidae	Galerella sanguinea	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	8.76	No
Carnivora	Feliformes	Herpestidae	Ichneumia albicauda	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	24.29	No
Carnivora	Feliformes	Herpestidae	Paracynictis selousi	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	15.8	No
Carnivora	Feliformes	Herpestidae	Rhynchogale melleri	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	16.95	No
Carnivora	Arctoidea	Mustelidae	Kinometaxia guangpui	-18	-17.9235	0.241	1.935	0.037	0.295	0.972	-0.063	0.16	1.927	-0.1	0.355	0.896	0.37	0.134	1.888	0.004	0.326	0.991	0.331	0.134	1.904	0.153	0.198	1.103	0.669	0.106	2.025	-1.779	0.276	1.045	4.626	0.106	2.025	-1.779	0.276	1.045	4.626	15.1	Yes
Carnivora	Feliformes	Herpestidae	Atilax paludinosus	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	28.5	No
Carnivora	Feliformes	Herpestidae	Herpestes naso	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	25.53	No
Carnivora	Feliformes	Herpestidae	Mungos mungo	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	10.49	No
Carnivora	Feliformes	Herpestidae	Suricata suricatta	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	10.28	No
Carnivora	Arctoidea	Amphicyonidae	Amphicyon galushai	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	253.42	Yes
Carnivora	Arctoidea	Amphicyonidae	Amphicyon ingens	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	257.94	Yes
Carnivora	Arctoidea	Amphicyonidae	Amphicyon longiramus	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	270.3	Yes
Carnivora	Feliformes	Eupleridae	Cryptoprocta ferox	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	32.14	No
Carnivora	Feliformes	Eupleridae	Fossa fossana	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	19.69	No
Carnivora	Cynoidea	Canidae	Protomarctus optatus	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	54.78	Yes
Carnivora	Cynoidea	Canidae	Tomarctus brevirostris	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	51.3	Yes
Carnivora	Cynoidea	Canidae	Tomarctus hippophaga	-20.4	-20.3853	0.325	1.821	0.112	0.324	0.964	0.124	0.266	2.071	0.271	0.232	0.867	-0.252	0.245	2.149	0.585	0.258	0.798	-0.083	0.135	2.18	1.064	0.24	0.813	-0.639	0.117	2.202	1.949	0.212	0.78	-0.005	0.064	2.285	-2.018	0.099	0.68	3.139	68.05	Yes
Carnivora	Arctoidea	Amphicyonidae	Pliocyon medius	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	222.22	Yes
Carnivora	Arctoidea	Mustelidae	Leptarctus primus	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	12.79	Yes
Carnivora	Arctoidea	Mustelidae	Plionictis parviloba	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	11.37	Yes
Carnivora	Cynoidea	Canidae	Aelurodon  asthenostylus	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	92.31	Yes
Carnivora	Cynoidea	Canidae	Aelurodon ferox	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	134.03	Yes
Carnivora	Cynoidea	Canidae	Aelurodon mcgrewi	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	62.59	Yes
Carnivora	Cynoidea	Canidae	Aelurodon taxoides	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	148.65	Yes
Carnivora	Cynoidea	Canidae	Epicyon haydeni	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	131.27	Yes
Carnivora	Cynoidea	Canidae	Epicyon saevus	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	104.11	Yes
Carnivora	Cynoidea	Canidae	Microtomarctus  conferta	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	34.93	Yes
Carnivora	Cynoidea	Canidae	Paracynarctus sinclairi	-20.6	-20.5975	0.324	1.817	0.094	0.333	0.941	0.157	0.281	2.035	0.145	0.235	0.912	-0.378	0.266	2.093	0.402	0.24	0.818	-0.821	0.324	2.103	1.902	0.279	0.764	-0.859	0.357	2.313	-0.029	0.089	0.67	-1.726	0.389	2.445	-9.338	0.028	0.62	-0.679	59.59	Yes
Carnivora	Feliformes	Hyaenidae	Herpestides antiquus	-22.4	-22.3518	0.442	1.941	-0.138	0.329	0.914	0.164	0.241	1.869	-0.182	0.233	1.208	-0.28	0.243	1.814	-0.18	0.21	1.106	0.283	0.29	1.722	4.113	0.175	1.075	-0.793	0.24	2.21	4.293	0.325	0.9	5.808	0.24	2.21	4.293	0.325	0.9	5.808	26.37	Yes
Carnivora	Arctoidea	Mustelidae	Bathygale lemanensis	-22.8	-22.7983	0.469	1.973	-0.175	0.334	0.888	0.169	0.293	1.987	-0.441	0.234	1.239	0.007	0.246	1.9	-0.635	0.251	1.24	0.066	0.274	1.879	-2.971	0.206	1.262	-2.267	0.258	1.725	-5.308	0.201	1.152	-4.884	0.093	1.625	0.044	0.124	1.009	1.183	10.98	Yes
Carnivora	Arctoidea	Mustelidae	Paragale huerzeleri	-22.8	-22.7983	0.469	1.973	-0.175	0.334	0.888	0.169	0.293	1.987	-0.441	0.234	1.239	0.007	0.246	1.9	-0.635	0.251	1.24	0.066	0.274	1.879	-2.971	0.206	1.262	-2.267	0.258	1.725	-5.308	0.201	1.152	-4.884	0.093	1.625	0.044	0.124	1.009	1.183	18.45	Yes
